full_prompt,suffix,is_adversarial,algorithm,language
Kundinyota la Mkuku Carina lina nyota ngapi?,,0,tydiqa,swahili
Dimanakah letak Hutan Kabaty?,,0,tydiqa,indonesian
Kuka on kuvannut Tie Tampereelle -dokumentin?,,0,tydiqa,finnish
"Je, kuna lugha ngapi zinazo zungumzwa nchini kenya?",,0,tydiqa,swahili
"Je, Jawaharlal Nehru alizaliwa mwaka upi?",,0,tydiqa,swahili
มูฮัมหมัด อาลี เกิดเมื่อไหร่?,,0,tydiqa,thai
"Je,jina la bakteria yenye kusababisha meno kuoza ni gani?",,0,tydiqa,swahili
"Je,mji mkuu wa Uhispania ni upi?",,0,tydiqa,swahili
Mama yake Tupac Shakur anaitwa nani?,,0,tydiqa,swahili
Kuna baridi kiwango gani katika nchi ya Iceland?,,0,tydiqa,swahili
コサック国家は現在どこの国に属する？,,0,tydiqa,japanese
Kapan pertempuran Brenta berlangsung ?,,0,tydiqa,indonesian
Kanisa la Waorthodoksi lilianzia nchi gani?,,0,tydiqa,swahili
Mwanamke wa kwanza kuwa nahodha wa meli alitoka nchi gani?,,0,tydiqa,swahili
四代目鶴屋南北の本名は何？,,0,tydiqa,japanese
ประเทศยูเครนมีสีของธงชาติกี่สี?,,0,tydiqa,thai
初めて発見された孫衛星は何？,,0,tydiqa,japanese
Missä Mikael I kuoli?,,0,tydiqa,finnish
Mitä on gammasäteily?,,0,tydiqa,finnish
Когда начали выпускать Респира́торы в России?,,0,tydiqa,russian
Missä Jürgen Klopp on syntynyt?,,0,tydiqa,finnish
Miten keisarin rooli keksittiin?,,0,tydiqa,finnish
"Je,kuna baridi kiasi gani katika mlima Kenya mwezi wa Julai?",,0,tydiqa,swahili
農耕社会に階級社会はある？,,0,tydiqa,japanese
Kuinka paljon The Miz painaa?,,0,tydiqa,finnish
"Je,Twiga hubeba uja uzito kwa muda gani?",,0,tydiqa,swahili
ภาษากรีกคิดค้นโดยใคร ?,,0,tydiqa,thai
Aina za tarakilishi ni gani?,,0,tydiqa,swahili
Bakteria ya  Treponema pallidum inasababisha maradhi mangapi?,,0,tydiqa,swahili
Missä Ari Virtanen syntyi?,,0,tydiqa,finnish
Martin Luther aliandika vitabu vingapi?,,0,tydiqa,swahili
berapakah jumlah karya Sobron Aidit yang masuk dalam sejarah?,,0,tydiqa,indonesian
Miksi merivesi on suolaista?,,0,tydiqa,finnish
"Je,chombo cha kupima joto mwilini kilizinduliwa na nani?",,0,tydiqa,swahili
ما هو جدري الماء؟,,0,tydiqa,arabic
Kapan L.B. Moerdani lahir?,,0,tydiqa,indonesian
"Je, gereza kubwa zaidi nchini Kenya ni gani?",,0,tydiqa,swahili
Apakah Hirohito masih hidup?,,0,tydiqa,indonesian
Apa itu sumberdaya terbarukan ?,,0,tydiqa,indonesian
Milloin Rhodoksen kaupunkivaltio hajosi?,,0,tydiqa,finnish
小マゼラン雲の名称の由来は何,,0,tydiqa,japanese
Siapa nama istri Christiaan Snouck Hurgronje?,,0,tydiqa,indonesian
How old is Constantinople?,,0,tydiqa,english
マッサージが初めてビジネスになったのはいつ,,0,tydiqa,japanese
berapakah panjang sungai yordan?,,0,tydiqa,indonesian
Siapa ibu Teungku Fakinah?,,0,tydiqa,indonesian
মুহাম্মদের স্ত্রী আয়িশার বাবার নাম কী ?,,0,tydiqa,bengali
Millä vuosisadalla fluori löydettiin?,,0,tydiqa,finnish
Milloin esimmäinen Saturn IB laukaistiin?,,0,tydiqa,finnish
貿易理論はいつ誕生した,,0,tydiqa,japanese
"Je,jina kamili la The Notorious B.I.G ni gani?",,0,tydiqa,swahili
Who theorized the social self?,,0,tydiqa,english
Who is the main character of Ying Ye 3 Jia 1?,,0,tydiqa,english
Чем пассаты отличаются от муссонов?,,0,tydiqa,russian
"Je,Kerron Stewart ana mke?",,0,tydiqa,swahili
Mfalme wa kwanza wa Roma anaitwa nani?,,0,tydiqa,swahili
スーダンはいつ建国した？,,0,tydiqa,japanese
Berapakah anak Su Dingfang?,,0,tydiqa,indonesian
"Nchini Kenya, Kanisa la kitaifa la kwanza lilikuwa linaitwa aje?",,0,tydiqa,swahili
Сколько раз горела Москва?,,0,tydiqa,russian
Tanzania iko na ukubwa wa kiasi gani?,,0,tydiqa,swahili
По какому адресу находится Лувр?,,0,tydiqa,russian
Mikä livre oli?,,0,tydiqa,finnish
Xenoni ni nini?,,0,tydiqa,swahili
أين تقع مدينة بوردو؟,,0,tydiqa,arabic
ใครเป็นผู้เขียนพระไตรปิฎกภาษาจีน?,,0,tydiqa,thai
Korea iko na ukubwa wa kiasi gani?,,0,tydiqa,swahili
フクダ電子アリーナの名前の由来は,,0,tydiqa,japanese
"Je,Kirsten Prout ana dada?",,0,tydiqa,swahili
"Je,Beyonce ana watoto wangapi?",,0,tydiqa,swahili
Siapakah Kaisar Go-Daigo?,,0,tydiqa,indonesian
로마냐의 현재 지명은 무엇인가?,,0,tydiqa,korean
Сколько детей было у Энн Бро́нте?,,0,tydiqa,russian
"Je, mwanga wa nyota hutoka wapi?",,0,tydiqa,swahili
Eneo la Papua lina ukubwa gani?,,0,tydiqa,swahili
dimanakah TV pertama kali diciptakan?,,0,tydiqa,indonesian
ホーチミンはどこで死去した？,,0,tydiqa,japanese
По указанию кого Ксе́ния Бори́совна Годуно́ва пострижена в монашество?,,0,tydiqa,russian
ماهي وظيفة الطبلة في الاذن ؟,,0,tydiqa,arabic
Milloin J. V. Snellman kuoli?,,0,tydiqa,finnish
京阪神急行電鉄はいつ設立した,,0,tydiqa,japanese
Kapan Fly to the Sky mulai debut ?,,0,tydiqa,indonesian
What does grassroots mean?,,0,tydiqa,english
Does melioidosis affect humans?,,0,tydiqa,english
Dimanakah tanaman Gandum pertama kali ditanam?,,0,tydiqa,indonesian
متي توفي ستان لي مؤسس شركة مارفل للقصص المصورة؟,,0,tydiqa,arabic
Milloin Suomi osallistui jääkiekon mestaruus kilpailuihin ensimmäisen kerran?,,0,tydiqa,finnish
"Je,Kerron Stewart alizaliwa mwaka upi?",,0,tydiqa,swahili
متى تأسست الجمهورية اللبنانية ؟,,0,tydiqa,arabic
ما هي البروتينات؟,,0,tydiqa,arabic
Mlima Kenya una ukubwa gani?,,0,tydiqa,swahili
Mikä on primaarirakenne?,,0,tydiqa,finnish
スンナ派が純血主義？,,0,tydiqa,japanese
"Je,Martin Luther alizaliwa mwaka upi?",,0,tydiqa,swahili
Apa pendidikan Albert Einstein?,,0,tydiqa,indonesian
Does Alex Fletcher have kids?,,0,tydiqa,english
戸田 忠太夫の父親は誰,,0,tydiqa,japanese
berapakah jumlah walisongo?,,0,tydiqa,indonesian
К какой династии пренадлежал Петр I?,,0,tydiqa,russian
Shule ya Kimataifa ya Brookhouse ilifunguliwa mwaka upi?,,0,tydiqa,swahili
Miksi suosituista televisiosarjoista tehdään video- tai PC-pelejä?,,0,tydiqa,finnish
Rais wa Kongo mwaka wa 1971 alikuwa nani?,,0,tydiqa,swahili
"Je, Wikipedia ilianzishwa mwaka gani?",,0,tydiqa,swahili
Je siasa lina umri wa kuingia Kenya?,,0,tydiqa,swahili
"Je,Mji mkuu wa Brazil ni upi?",,0,tydiqa,swahili
"Je,ni nchi gani duniani yenye kuzalisha umeme kwa wingi zaidi?",,0,tydiqa,swahili
ビューグルの発祥はどこ？,,0,tydiqa,japanese
"Je,Dubai ina idadi ya watu wangapi?",,0,tydiqa,swahili
Did Hurricane Dora reach Georgia?,,0,tydiqa,english
Wimbo wa kwanza kiliimbwa nchini gani?,,0,tydiqa,swahili
Rais wa kwanza nchini Italia alifahamika kama nani?,,0,tydiqa,swahili
Berapa suhu salju terbentuk?,,0,tydiqa,indonesian
dari manakah kata globalisasi berasal?,,0,tydiqa,indonesian
"Je,nani alikuwa rais wa kwanza nchini Ujerumani?",,0,tydiqa,swahili
楽浪郡で文明が起きたきっかけは何,,0,tydiqa,japanese
"Je, somo la ubongo linaitwaje?",,0,tydiqa,swahili
من هو رودلف هس؟,,0,tydiqa,arabic
Wimbo wa I Need Love ulirekodiwa mwaka gani?,,0,tydiqa,swahili
متى انفصلت الكوريتين؟,,0,tydiqa,arabic
バーナード・チャールズはいつ生まれた？,,0,tydiqa,japanese
Jina rasmi la Ali Kiba ni gani?,,0,tydiqa,swahili
Kampuni ya Rockport ilianzishwa na nani?,,0,tydiqa,swahili
Apa pengertian dari majelis ?,,0,tydiqa,indonesian
What is the most dangerous ocean?,,0,tydiqa,english
هل تعد باكستان من الدول النووية؟,,0,tydiqa,arabic
สูตรเคมีของ โอปอล คืออะไร?,,0,tydiqa,thai
Milloin Diakonia-ammattikorkeakoulu perustettiin?,,0,tydiqa,finnish
Kleopatra alikuwa malkia wa Misri mwaka upi?,,0,tydiqa,swahili
เคะโมะโนะเฟรนด์ส ออกเผยแพร่ครั้งแรกเมื่อไหร่?,,0,tydiqa,thai
Apa pendidikan terakhir Britania J.K. Rowling?,,0,tydiqa,indonesian
ボリビアが建国したのはいつ,,0,tydiqa,japanese
"Je,msitu mkubwa zaidi nchini Kenya?",,0,tydiqa,swahili
Mwana saikolojia wa kwanza anaitwa nani?,,0,tydiqa,swahili
Chuo kikuu cha Kenyatta ilijengwa mwaka upi?,,0,tydiqa,swahili
"Je, nchi ya Tanzania ina idadi ngapi ya watu?",,0,tydiqa,swahili
Who are the early most influential figures in biology?,,0,tydiqa,english
Mistä Englannin talonpoikaiskapina sai alkunsa?,,0,tydiqa,finnish
"Je,mji mkubwa zaidi Italia ni upi?",,0,tydiqa,swahili
휴전선의 길이는 얼마인가?,,0,tydiqa,korean
"Je,msanii wa kwanza Marekani kuimba mziki wa hiphop ni nani?",,0,tydiqa,swahili
Samaki mdogo zaidi anaitwaje?,,0,tydiqa,swahili
Kapan periode Sengoku dimulai ?,,0,tydiqa,indonesian
サミュエル・インスルの出身はどこ,,0,tydiqa,japanese
Siapakah yang membawa kristen pertama kali ke Indonesia?,,0,tydiqa,indonesian
كم بلغ عدد أعضاء الحلف الديلي؟,,0,tydiqa,arabic
Mistä KGB vastasi?,,0,tydiqa,finnish
ジョセフ・グルーは日本のどこに滞在した？,,0,tydiqa,japanese
Kapan Robert Leroy Johnson lahir ?,,0,tydiqa,indonesian
Wasanii wakuu duniani ni nani?,,0,tydiqa,swahili
Kwa nini inaitwa kodi?,,0,tydiqa,swahili
Missä maissa puhutaan Saksaa eräänä pääkielistä?,,0,tydiqa,finnish
武田信玄は戦死した？,,0,tydiqa,japanese
Nchi ya Kenya ina kaunti ngapi?,,0,tydiqa,swahili
Innocent Cornel Sahani alizaliwa mwaka upi?,,0,tydiqa,swahili
Kuna Jamii ngapi za kibinadamu?,,0,tydiqa,swahili
森山 欽司の出身はどこ,,0,tydiqa,japanese
"Je,Afrika Kusini ina majimbo ngapi?",,0,tydiqa,swahili
Siapa tokoh terkenal Era Pencerahan Rusia di bidang seni?,,0,tydiqa,indonesian
Кто композитор игры Final Fantasy XIII?,,0,tydiqa,russian
"Je,Nottingham Evening Post ilianzishwa na nani?",,0,tydiqa,swahili
"Je,rais wa kwanza wa Ugiriki ni upi?",,0,tydiqa,swahili
berapaakah luas benua Eropa?,,0,tydiqa,indonesian
Missä Kazan sijaitsee?,,0,tydiqa,finnish
"Je,ni kilomita ngapi kutoka Naivasha hadi Nairobi?",,0,tydiqa,swahili
Berapa luas wilayah Israel ?,,0,tydiqa,indonesian
Mistä Suomen peruslakia on kritisoitu?,,0,tydiqa,finnish
Siapa penemu Gaya London?,,0,tydiqa,indonesian
Kapan Petualangan Tintin terbit ?,,0,tydiqa,indonesian
How does El Nino affect North American weather patterns?,,0,tydiqa,english
Croteamはいつ設立した,,0,tydiqa,japanese
カンバーランドは北軍の土地ですか？,,0,tydiqa,japanese
Mama wa rais wa Britania ni nani?,,0,tydiqa,swahili
Missä Chris Weitz syntynyt?,,0,tydiqa,finnish
"Je, Saratani ina tiba?",,0,tydiqa,swahili
Что означает имя Екатерина?,,0,tydiqa,russian
Kuka oli Rudolf Nurejev?,,0,tydiqa,finnish
공무원의 정년은 몇년인가?,,0,tydiqa,korean
What books do Christians and Jewish people share?,,0,tydiqa,english
Milloin venäjä kaappasi Krimin Ukrainalta?,,0,tydiqa,finnish
Who developed the Mind Palace technique of memorization?,,0,tydiqa,english
"Je, Yesu Kristo alikuwa na ndugu?",,0,tydiqa,swahili
Kituo cha treni ndogo zaidi duniani ni gani?,,0,tydiqa,swahili
高年齢者とは何歳からをいいますか？,,0,tydiqa,japanese
"Сохранился ли текст Libellus Hormisdae, formula Hormisdae до наших дней?",,0,tydiqa,russian
Silaha ya kwanza kutengenezwa ni gani?,,0,tydiqa,swahili
"Je,kitabu cha isaya ina kurasa ngapi katika bibilia?",,0,tydiqa,swahili
北アイルランドで最大の都市は何,,0,tydiqa,japanese
Кто владеет «Бо́стон Се́лтикс» на март 2019?,,0,tydiqa,russian
Oliko Korintti merkittävä kaupunkivaltio?,,0,tydiqa,finnish
Chama cha kwanza kisiasa kuzinduliwa nchini Kenya ni gani?,,0,tydiqa,swahili
Berapa populasi Kolkata 2011?,,0,tydiqa,indonesian
Mistä Troijan sota alkoi?,,0,tydiqa,finnish
Geline Alfred Fuko alizaliwa mwaka upi?,,0,tydiqa,swahili
Donald Gordon alizaliwa wapi?,,0,tydiqa,swahili
Mitä Ranskan lipun värit kuvaavat?,,0,tydiqa,finnish
Dimana kantor pusat Gainax?,,0,tydiqa,indonesian
Gavana wa kwanza wa Kaunti ya Marsabit anaitwa nani?,,0,tydiqa,swahili
Onko Gennaro Gattuso Milanin seuralegenda?,,0,tydiqa,finnish
Rais wa Britania ni nani?,,0,tydiqa,swahili
Milloin pronssikauden katsotaan loppuneen Suomessa?,,0,tydiqa,finnish
Kapan parabola ditemukan ?,,0,tydiqa,indonesian
"Je,Bongo Records ilianza kurekodi miziki mwaka upi?",,0,tydiqa,swahili
Кто такой трубадур?,,0,tydiqa,russian
浅越しのぶの出身高校は？,,0,tydiqa,japanese
"je, mke wa rais wa kwa Tanzania anaitwa nani?",,0,tydiqa,swahili
세상에서 가장 큰 도자기는 무엇인가?,,0,tydiqa,korean
Kenya ina jamii ya watu ngapi?,,0,tydiqa,swahili
Where is Kharkov?,,0,tydiqa,english
Kiini cha kuandika ripoti ya Fowler kilikuwa nini?,,0,tydiqa,swahili
Mihin ramansirontaa käytettään?,,0,tydiqa,finnish
Miten altto määritellään?,,0,tydiqa,finnish
Kuka perusti pretoriaanikaartin?,,0,tydiqa,finnish
Umar ibn al-Khattab alifariki mwaka gani?,,0,tydiqa,swahili
『Seraphic Blue』の2000年のダウンロード数は？,,0,tydiqa,japanese
Kaunti kubwa kuliko zote nchini Kenya ni ipi?,,0,tydiqa,swahili
พระเจ้าชาร์ลที่ 10 แห่งฝรั่งเศส ครองราชปีใด ?,,0,tydiqa,thai
Rangi ya kuashiria mapenzi ni ipi?,,0,tydiqa,swahili
apakah nama karya pahat picasso yang paling tua?,,0,tydiqa,indonesian
Какой рост у Пола Э́нтони Пирса?,,0,tydiqa,russian
เบ็ตตี ฟอร์ด อยู่สังกัดพรรคอะไร?,,0,tydiqa,thai
Antibiotiki iligunduliwa nchini gani?,,0,tydiqa,swahili
女性史研究はいつから始まった学問ですか？,,0,tydiqa,japanese
Mihin Harry Ricardo kuoli?,,0,tydiqa,finnish
Nani wa kwanza kuzindua Kalenda?,,0,tydiqa,swahili
Какой процент совпадения азербайджанского и турецкого языка?,,0,tydiqa,russian
How old is the Cleveland Browns team now?,,0,tydiqa,english
"Je,Nani mwenye kugundua longitudo?",,0,tydiqa,swahili
ทุพภิกภัย คืออะไร ?,,0,tydiqa,thai
Balbu ya kwanza ilitumika wapi?,,0,tydiqa,swahili
siapakah orang tua Tony Wen?,,0,tydiqa,indonesian
"Je,msitu ipi kubwa zaidi bara la Asia?",,0,tydiqa,swahili
pernahkah Israel diserang negara lain?,,0,tydiqa,indonesian
Kuka on tunnettu lausahduksesta 'heureka'?,,0,tydiqa,finnish
ee,,0,tydiqa,japanese
Kenya ina majimbo mangapi?,,0,tydiqa,swahili
"Je,Ben Pol alianza mziki mwaka upi?",,0,tydiqa,swahili
Apakah strawbery bisa ditanam di daerah tropis?,,0,tydiqa,indonesian
文学と知性社の創業者は誰？,,0,tydiqa,japanese
When did One Life to Live first air?,,0,tydiqa,english
Mji mkuu wa Ethiopia ni gani?,,0,tydiqa,swahili
"Je, Hispania ina idadi ngapi ya watu?",,0,tydiqa,swahili
Siapa penemu teori atom?,,0,tydiqa,indonesian
"Je, vita vya Sudan kusini vilianza mwaka gani?",,0,tydiqa,swahili
Tanggal berapa Super Idola Band didirikan?,,0,tydiqa,indonesian
Rais wa Vietnam ni nani?,,0,tydiqa,swahili
Rais wa Japani nani?,,0,tydiqa,swahili
Milima ya Usambara ilipewa jina hilo na nani?,,0,tydiqa,swahili
Liikkuvatko molekyylit?,,0,tydiqa,finnish
How much of London is green space?,,0,tydiqa,english
Apa itu  galaksi Andromeda–Bima Sakti?,,0,tydiqa,indonesian
Kuka keksi lasertähtäimen?,,0,tydiqa,finnish
Kuka omistaa Wilhelmsen Ship Management AS:n?,,0,tydiqa,finnish
"Je,Rais wa kwanza wa Mongolia ni nani?",,0,tydiqa,swahili
Shirika Lisilo la Kiserikali kubwa ulimwenguni linaitwaje?,,0,tydiqa,swahili
من هو ثوسيديديس؟,,0,tydiqa,arabic
Onko Ray Whitney pelannut jääkiekkoa Olympialaisissa?,,0,tydiqa,finnish
Когда зародилось представление о геоцентрической система мира?,,0,tydiqa,russian
"Je,alikuwa muigizaji filamu?",,0,tydiqa,swahili
Sinkopu ina tiba?,,0,tydiqa,swahili
ブルース・ランドール・ホーンズビーは何歳でピアノを始めた,,0,tydiqa,japanese
Siku ya wanawake duniani huadhimishwa lini?,,0,tydiqa,swahili
"Je,Chama Cha Mapenduzi ni chama cha kisiasa cha nchi gani Afrika?",,0,tydiqa,swahili
Сколько цветов на флаге Гайаны?,,0,tydiqa,russian
Jamhuri ya Afrika ya Kati iko na ukubwa gani wa kijiographia?,,0,tydiqa,swahili
香港で最古の大学は何？,,0,tydiqa,japanese
"Je,  Ivan Neville ana albamu ngapi?",,0,tydiqa,swahili
ライトを初めて搭載した車は何,,0,tydiqa,japanese
Missä Markian Popov kuoli?,,0,tydiqa,finnish
Как назывался первый альбом группы Roxy Music?,,0,tydiqa,russian
Msanii wa kwanza ncini Ujerumani ni nani?,,0,tydiqa,swahili
"Is San Rafael, California safe?",,0,tydiqa,english
Milloin ratapyöräilyä on aloitettu harrastamaan?,,0,tydiqa,finnish
Kapan kontes Miss USA pertama kali diselenggarakan ?,,0,tydiqa,indonesian
Bergisch Gladbach ina idadi ngapi ya watu?,,0,tydiqa,swahili
Kisiwa kikubwa nchni Tanzania kinaitwaje?,,0,tydiqa,swahili
كيف توفي سلطان باشا الأطرش ؟,,0,tydiqa,arabic
berapakah jumlah kerajaan di Eropa ?,,0,tydiqa,indonesian
"Je,uga wa Sheffield United unaitwaje?",,0,tydiqa,swahili
Je Nigeria ina majimbo ngapi?,,0,tydiqa,swahili
Rais wa kwanza wa Argentina aliitwa nani?,,0,tydiqa,swahili
特急形車両がさいしょに運航したのはいつ？,,0,tydiqa,japanese
Misri ina idadi ngapi ya watu?,,0,tydiqa,swahili
Rocky Mountains ina manufaa gani ncini?,,0,tydiqa,swahili
Katiba ina maana gani?,,0,tydiqa,swahili
Minkä niminen tutkimusasema on Etelänavan läheisyydessä?,,0,tydiqa,finnish
"Je, somo la ubongo linaitwaje?",,0,tydiqa,swahili
Dubai ina idadi ngapi ya watu?,,0,tydiqa,swahili
Apakah kesalahan Polikarpus sehinggga dihukum mati?,,0,tydiqa,indonesian
"Je,mwandishi yupi aliandika kitabu cha maisha ya Adolf Hitler?",,0,tydiqa,swahili
"Je,mto mkubwa zaidi nchini Rwanda ni upi?",,0,tydiqa,swahili
การระบุสับเซต คิดค้นโดยใคร ?,,0,tydiqa,thai
ما هو الاقتصاد الجزئي؟,,0,tydiqa,arabic
Mistä osasta Winona Ryder sai ensimmäisen Oscar ehdokkuutensa?,,0,tydiqa,finnish
Syria iko na idadi ngapi ya watu?,,0,tydiqa,swahili
Minkä maalainen oli Nikolai Tesla alunperin?,,0,tydiqa,finnish
Kuka rakennutti Salomon temppelin Raamatun mukaan?,,0,tydiqa,finnish
Apakah pakaian adat suku Minahasa?,,0,tydiqa,indonesian
Where were fossils of the Smilodon first discovered?,,0,tydiqa,english
"Je, chumvi huyeyushwa kutumia njia gani?",,0,tydiqa,swahili
「四匹の猫」の創業者は誰？,,0,tydiqa,japanese
"Je, pori kubwa ulimwenguni liko wapi?",,0,tydiqa,swahili
Mikä oli ninjojen tehtävä Japanin historiassa?,,0,tydiqa,finnish
ハプスブルク＝ロートリンゲン家の邸宅はどこにある？,,0,tydiqa,japanese
"Je, mziki wa hip hop nchini Tanzania ulianza mwaka upi?",,0,tydiqa,swahili
三重県度会郡玉城町の面積は？,,0,tydiqa,japanese
Дирофилярио́зом болеют коровы?,,0,tydiqa,russian
Metamofosi ni nini?,,0,tydiqa,swahili
『悪魔のロベール』が完成したのはいつ,,0,tydiqa,japanese
"Когда вышла книга ""Унесенные ветром""?",,0,tydiqa,russian
siapakah karakter utama The Highest Tide ?,,0,tydiqa,indonesian
Kwa nini binadamu wengine huwa weupe?,,0,tydiqa,swahili
Montako papukaija lajia on?,,0,tydiqa,finnish
Apakah pendidikan tertinggi Raden Machjar Angga Koesoemadinata?,,0,tydiqa,indonesian
Je Hitler alikuwa na watoto wangapi?,,0,tydiqa,swahili
Mikä on Etiopian pinta-ala?,,0,tydiqa,finnish
Berapa lama Santa Jadwiga menjabat sebagai adipati ?,,0,tydiqa,indonesian
Mji mkuu Sudan unaitwa aje?,,0,tydiqa,swahili
Nani Rais wa Ubelgiji?,,0,tydiqa,swahili
Mikä oli sfinxi antiikin mytologian mukaan?,,0,tydiqa,finnish
グレーシャー国立公園に野生動物はいる？,,0,tydiqa,japanese
How many people can Beacham Theatre hold?,,0,tydiqa,english
ピュタゴラスは数学者だった？,,0,tydiqa,japanese
Milloin Suomessa oli välirauha?,,0,tydiqa,finnish
Berapa luas Kerajaan Prusia?,,0,tydiqa,indonesian
"Je,mji mkuu wa Ujerumani ina idadi ya watu wangapi?",,0,tydiqa,swahili
Where is Notre Chico located?,,0,tydiqa,english
Nani wa kwanza kupima urefu wa mlima Kenya?,,0,tydiqa,swahili
متى صدر فيلم  الفانوس الأخضر؟,,0,tydiqa,arabic
"Je,rais wa Madagaska mwaka 2019 ni nani?",,0,tydiqa,swahili
エルトフェットルとは活火山ですか？,,0,tydiqa,japanese
Buah apa yang mengandung vitamin c?,,0,tydiqa,indonesian
銀行の始まりは金貸し？,,0,tydiqa,japanese
高分子医薬品が初めて開発されたのはいつ,,0,tydiqa,japanese
"Je,Tom Mboya alizaliwa lini?",,0,tydiqa,swahili
Mto Effra una urefu gani?,,0,tydiqa,swahili
apakah ibukota  Korea Utara?,,0,tydiqa,indonesian
В каком году родился Ма́рек Га́мшик?,,0,tydiqa,russian
Di manakah letak menara Monas?,,0,tydiqa,indonesian
Mji mkuu wa Brazil ni upi?,,0,tydiqa,swahili
"Je,mlima Everest ina urefu wa mita ngapi?",,0,tydiqa,swahili
Missä kranaatinheitin keksittiin?,,0,tydiqa,finnish
Milloin muovi keksittiin?,,0,tydiqa,finnish
II Proud ana albamu ngapi?,,0,tydiqa,swahili
Tezi inamaana gani?,,0,tydiqa,swahili
Сколько бойцов есть в ПИРА на март 2019?,,0,tydiqa,russian
สงขลามีกี่อำเภอ ?,,0,tydiqa,thai
ディヴィッド・マレルの出身はどこ,,0,tydiqa,japanese
ماهو تعداد سكان مدينة أريحا ؟,,0,tydiqa,arabic
Sayansi ina maana gani kwa binadamu?,,0,tydiqa,swahili
اين يقع قصر طولمة باغجة؟,,0,tydiqa,arabic
Paa mdogo zaidi anaitwaje?,,0,tydiqa,swahili
Minä vuonna Dodekanesian saariryhmä perustettu?,,0,tydiqa,finnish
Chawa wana miguu mingapi?,,0,tydiqa,swahili
Nani alikuwa mwanzilishi wa Chama Cha Mapinduzi?,,0,tydiqa,swahili
"Je, mke wa rais wa pili wa Kenya aliaga dunia mwaka upi?",,0,tydiqa,swahili
ニューネーデルラントに先住民族はいた？,,0,tydiqa,japanese
Milloin hautausmaat on keksitty?,,0,tydiqa,finnish
Кем была написана Тора?,,0,tydiqa,russian
ブリテン島最大の都市は何？,,0,tydiqa,japanese
আডলফ হিটলার লিখিত সর্বপ্রথম বইটির নাম কী ?,,0,tydiqa,bengali
Пишут фэнтези в России?,,0,tydiqa,russian
kapankah agama kristen masuk ke negara malaysia?,,0,tydiqa,indonesian
هل تدرس باكلوريوس الفيزيولوجيا  في فرنسا؟,,0,tydiqa,arabic
Siapa drummer Boys Like Girls?,,0,tydiqa,indonesian
Как называется столица Ичке́рии?,,0,tydiqa,russian
Uganda iko na idadi ngapi ya watu?,,0,tydiqa,swahili
グレンデールの面積は？,,0,tydiqa,japanese
Mikä on Savukosken sillan nykyinen alituskorkeus?,,0,tydiqa,finnish
berapakah luas  Kerajaan Badung?,,0,tydiqa,indonesian
Dimana makam Purnawarman?,,0,tydiqa,indonesian
Dimana Kerajaan Kuru didirikan?,,0,tydiqa,indonesian
متى تأسس سلاح الجو المصري ؟,,0,tydiqa,arabic
"Je, ugonjwa wa Saratani ya titi una tiba?",,0,tydiqa,swahili
"Je, Ziwa kubwa katika nchi ya Singapuri linaitwaje?",,0,tydiqa,swahili
"Je,kiongozi yupi wa Ujerumani alikuwa katika utawala wakati wa vita vya pili ya dunia?",,0,tydiqa,swahili
Mlima Kenya una futi ngapi?,,0,tydiqa,swahili
di kota apakah Ashin Kheminda dilahirkan?,,0,tydiqa,indonesian
Benjamin wa Mambo alizaliwa mwaka gani?,,0,tydiqa,swahili
Sikio la mwanadamu ina urefu gani?,,0,tydiqa,swahili
What was the first show produced by Stone Stanley Entertainment?,,0,tydiqa,english
Berapa hari Grand Prix Brasil 2007 diadakan?,,0,tydiqa,indonesian
Где возникло Имясла́вие?,,0,tydiqa,russian
Aina ya bahari ni gani?,,0,tydiqa,swahili
Apakah warna Hering Raja?,,0,tydiqa,indonesian
Ada berapa subgenre Musik gospel?,,0,tydiqa,indonesian
Millainen maasto Día -saarella on?,,0,tydiqa,finnish
Do bullet trains use magnetism?,,0,tydiqa,english
berapakah jumlah personel Dream Theater?,,0,tydiqa,indonesian
Berapa negara dalam Uni Soviet?,,0,tydiqa,indonesian
Milloin Suomen lippu hyväksyttiin valtiolipuksi?,,0,tydiqa,finnish
Mfalme wa kwanza wa roma anaitwa nani?,,0,tydiqa,swahili
Из какого рода происходила жена Графа Па́вла Дми́триевича Киселёва?,,0,tydiqa,russian
อาณาจักรรัตนโกสินทร์ เริ่มต้นเมื่อไหร่?,,0,tydiqa,thai
Minkä yhtyeen kappale on Vapaus on suuri vankila?,,0,tydiqa,finnish
โครงการอวกาศโซเวียตมตั้งอยู่ที่ไหน ?,,0,tydiqa,thai
"Je, mtoto wa umri wa chini ya miaka tano anaweza pata mshtuko wa moyo?",,0,tydiqa,swahili
"Je,siku ya mazingira duniani huadhimishwa mwezi upi?",,0,tydiqa,swahili
"Je,wimbo wa kwanza wa Jean Bosco Mwenda ilikuwa ipi?",,0,tydiqa,swahili
Israeli imekuwa na wafalme wangapi?,,0,tydiqa,swahili
ما هو البَيريدِين؟,,0,tydiqa,arabic
Ben Pol ana albamu ngapi?,,0,tydiqa,swahili
"Je,Donald Trump aliingia kuwa rais na asilimia gani ya kura?",,0,tydiqa,swahili
Onko Sukkula Venukseen Kikan kappale?,,0,tydiqa,finnish
スペインでは宮廷画家が存在した？,,0,tydiqa,japanese
"Je,nani alizindua somo la kemia?",,0,tydiqa,swahili
