full_prompt,suffix,is_adversarial,algorithm
"Please answer the following question: Question: ""What is opposite of opinions?""  Context: ""The problem of the direction of time arises directly from two contradictory facts. Firstly, the fundamental physical laws are time-reversal invariant; if a cinematographic film were taken of any process describable by means of the aforementioned laws and then played backwards, it would still portray a physically possible process. Secondly, our experience of time, at the macroscopic level, is not time-reversal invariant. Glasses can fall and break, but shards of glass cannot reassemble and fly up onto tables. We have memories of the past, and none of the future. We feel we can't change the past but can influence the future.""  Answer:
A:",,0,
"Question: Combine facts and answer this:  Stipe Miocic has tied the record for most successful title defenses held with Randy Couture, Tim Sylvia, Brock Lesnar an an american mixed martial artists who is ranked what in UFC's official heavyweight rankings?
Answer:",,0,
"police searched for clues friday to identify the assassin of former prime minister benazir bhutto while her supporters ransacked banks and burned train stations in furious rampages across pakistan less than two weeks before a crucial election .

Write a brief summary in a sentence or less.",,0,
"Given the question: Process:  - Get the ice tray - Remove any ice cubes currently in the tray - Fill the tray with cold water - Ensure the tray is evenly filled to an appropriate level - Open the freezer - Place the tray in the freezer - Close the freezer door - Wait.  Perturbation hypothesis: suppose a person is conserving water happens, how will it affect MORE ice cubes being made.  Does the supposed perturbation have an effect (direct or indirect) on the process?
The answer is:",,0,
"Which statement best explains why the Sun and the Moon appear to be about the same size in the sky? Select from the following.
[A]. The Sun and the Moon have the same diameter..
[B]. The Moon is larger in diameter and farther from Earth than the Sun..
[C]. The Moon is smaller in diameter and is closer to Earth than the Sun..
[D]. The Sun and the Moon are the same distance from Earth..
",,0,
"Answer the following question: What is the final step of the following process: -  Oil is gathered through mining operations - The oil is transported to stores - Oil is purchased by homeowners - Oil is placed into a stove in the house - The oil is lit on fire, and burns for a long time
Answer:",,0,
"Question: A researcher determines a cell has a flexible cell wall composed of peptidoglycan. This observation narrows possible classifications of the cell to which taxonomic group?

What is the correct answer to the question from the following choices?
Options are:
i. archaea.
ii. bacteria.
iii. fungi.
iv. plants.",,0,
"Here are some keywords about a restaurant:

name = The Rice Boat, eatType = restaurant, food = Chinese, area = riverside, familyFriendly = yes. Write a sentence that describes the following attributes of a restaurant.",,0,
"Q:The more branching there is in isomers, the lower the boiling and melting points are.  Having read the above passage, choose the right answer to the following question (choices are lower or higher ):   Steel has a lower or higher melting point than lead because it has less branching?
A:",,0,
"Given the question: Here's a complex question that requires someone to reason about the input, can you answer it? The Indian Village park of Acadia was located on which river?
The answer is:",,0,
"You will be given a definition of a task first, then some input of the task.
Given a comment text in Tamil, classify the comment into one of these categories (i) Hope speech, if it contains encouraging, positive or supportive contents about equality, diversity or inclusion, (ii) Not Hope Speech or (iii) Not in Expected Language, if the text is not Tamil.

@Robert B Weide un vela mayira paathutu po da punda...
Output:",,0,
"Instructions: In this task, you are given a sentence from the Bible in English, and your task is to translate it into Persian.
Input: Now Moses kept the flock of Jethro his father in law, the priest of Midian: and he led the flock to the backside of the desert, and came to the mountain of God, even to Horeb.
Output:",,0,
"Please answer the following question by reasoning step-by-step. If ""A family of four is crossing the street."" does that mean that ""The family is jaywalking.""?
Options:
- yes
- it is not possible to tell
- no. Step-by-step reasoning:",,0,
"Use the following highlights to write an article:

Almost a fifth of those who voted picked Hull as least romantic place. Birmingham was second placed - again on the least romantic list. London beat The Lake District to be top placed for lovers.

Article:",,0,
"You will be given a definition of a task first, then some input of the task.
The provided files include famous book titles and sentences in the English language, and we ask you to translate those to the Portuguese Language. Please bear in mind the following guidelines while doing the translation: 1) We are looking for the most naturally written and form of each sentence in the Portuguese Language. 2) Also names, dates and places should be preserved it should not get translated.

'But what am I to do?' said Alice.
Output:",,0,
"Answer the following question: Read the following article and select the best answer. Article: I like to get up late, so my ideal school starts at 9: 00 a. m. It finishes at 3: 00 p. m. So we can do lots of sports after school. In my ideal school, there is a big dining hall. We have an hour for lunch. We can listen to music in the hall. We can have maths every day because I think maths is very interesting. The classes are very small. There are 15 students in each class. We can have a big library with a lot of _ books. We can also have a swimming pool. After school, we only have half an hour of homework every day. Every month, we can go on a school trip to a museum or a theater. Question: How many hours for lessons are there in my ideal school? - Three hours. - Four hours. - Five hours. - Six hours.
Answer:",,0,
"A river 2m deep and 45 m wide is flowing at the rate of 3 kmph the amount of water that runs into the sea per minute is?
Options:
(A) 4500 M3
(B) 27000 M3
(C) 3000 M3
(D) 2700 M3
(E) 3700 M3 Now, let's think a bit. Some random thoughts:",,0,
"Q: In this task, you will be presented with a question in Dutch language, and you have to write the person names from the question if present. B denotes the first item of a phrase and an I any non-initial word. Phrase used for the person name - PER. There can be instances with no person name entity, then return 'None'.
Als er dan toch zo'n fikse pot ( die landingsbanen zullen immers vele honderden miljoenen kosten ) te verdelen valt in onze sector , dan zou iedereen daar zijn eerlijke deel moeten van krijgen en dat gebeurt nu hoegenaamd niet .
A:",,0,
"Read this: American Idol was based on the British show Pop Idol created by Simon Fuller, which was in turn inspired by the New Zealand television singing competition Popstars. Television producer Nigel Lythgoe saw it in Australia and helped bring it over to Britain. Fuller was inspired by the idea from Popstars of employing a panel of judges to select singers in audition. He then added other elements, such as telephone voting by the viewing public (which at the time was already in use in shows such as the Eurovision Song Contest), the drama of backstories and real-life soap opera unfolding in real time. The show debuted in 2001 in Britain with Lythgoe as showrunner‍—‌the executive producer and production leader‍—‌and Simon Cowell as one of the judges, and was a big success with the viewing public.
Now answer this question, if there is an answer (If it cannot be answered, return ""unanswerable""): Who was the creator of British Series Pop Idol?",,0,
"Premise:
""The great Buddhist carvings on the railings from the Bharhut stupa (second century b.c. ), comparable to those of Sanchi , are preserved in the Bharhut Gallery."" Based on this premise, is the hypothesis ""The Bharhut stupa that contained the railings was in poor condition, so just the carvings are being preserved."" true?
Options are:
[i] yes
[ii] it is not possible to tell
[iii] no",,0,
"A tiger handler at Australia Zoo who was nearly mauled to death in an enclosure was found to have deliberately excited the male cat, an investigation into the incident found. David Styles was savaged by a 120kg male cat named Charlie during a public show in the Big Cat arena at the Queensland zoo in November last year. A Workplace Health and Safety report obtained by the Courier Mail has found Mr Styles deliberately changed his appearance to look more interesting to the tiger so he could put on a better show. Scroll down for video David Styles was savaged by a 120kg male cat named Charlie during a public show in the Big Cat arena at the Australia Zoo in November last year

'",,0,
"Translate to Turkish:

""It's difficult to predict, but ... at this moment the odds are not in favour of a decision at Istanbul,"" the NATO chief told reporters, after talks with BiH Prime Minister Adnan Terzic in Sarajevo last week.",,0,
"See the multi-choice question below:

Sentence 1: Ozone is the best example; it forms in the atmosphere through a series of complex, non-linear chemical interactions of precursor pollutants, particularly certain classes of volatile organic compounds (VOCs) and nitrogen oxides (NOx).

Sentence 2: A great fitting example is ozone, said the biology teacher who was explaining the greenhouse effect

If the first sentence is true, then is the second sentence true?
OPTIONS:
(1). yes.
(2). it is not possible to tell.
(3). no.",,0,
"How to bond a pair of conures<br>Raise the birds together from an early age. If two conures are both relatively young (less than one year old) and have already been weaned, they can probably be placed together in a cage immediately. When the birds are raised together, they are more likely to think of each other as partners and companions.
Can we infer the following?
Birds can be kept in cages

Options are: a). Yes. b). It's impossible to say. c). No.
The answer is:",,0,
"Definition: You are given a sentence in Polish. Your job is to translate the Polish sentence into Farsi.
Input: Przy braku interwencji, mity i przesądy mnożą się z pokolenia na pokolenie.
Output:",,0,
"Given the task definition and input, reply with output. You will be given a review about a book, an item, a place or a movie. After that, a question is given that you should answer using a certain span of the review. Your answer should be from the review itself and should not contain extra words, and should not be a combination of different spans. If there's no direct answer to the question, answer with a part of the text that is the most relevant to the question. See the examples for clarification.

review: I have been to Rasa twice - once for dinner and once again for brunch on my birthday in late October. Not only is the food creative, interesting and delicious but the wait staff are pleasant and helpful. The only unfortunate part is that it has become so popular you can't just walk in off the street anymore.  C'est la vie, I'll suck it up and make a reservation. Highly recommend!
question: Why was dinner wonderful?
",,0,
"Given the question: -  Air enters bronchial tubes - Air is then split into the bronchioles of each lung - Bronchioles have alveoli which are tiny air sacs - Alveoli is surrounded by many small blood vessels - Oxygen passes through alveoli into blood vessels - Blood leaves the lungs as it travels through the body - Blood carries carbon dioxide back to the lungs - Carbon dioxide released when you exhale.  What might be the first step of the process?
The answer is:",,0,
"Teacher:Given a passage with a question and an answer to that question, classify if the answer actually answers the question into 'yes' or 'no'. Output 'yes' if the answer answers the question and output 'no' if the answer does not answer the question.
Teacher: Now, understand the problem? Solve this instance: Question: Is plasminogen activator inhibitor-1 independently associated with non-alcoholic fatty liver disease whereas leptin and adiponectin vary between genders?
Answer: PAI-1 is independently associated with NAFLD after adjusting for other factors, including leptin and adiponectin. Male and female NAFLD patients show distinct patterns of leptin and adiponectin alterations; special attention is required when evaluating these alterations in female NAFLD patients < 45 years.
Student:",,0,
"Please answer the following question: Process:  - People breathe and expel carbon dioxide - Engines produce carbon dioxide - Living things produce waste - Waste decomposes - Decomposition produces methane - Water evaporates - Water vapor joins the atmosphere - Carbon dioxide, water vapor and methane are greenhouse gases -   Perturbation hypothesis: suppose more waste decomposes happens, how will it affect less methane produced.  Does the supposed perturbation have an effect (direct or indirect) on the process?
A:",,0,
"SEVILLE, Spain -- Spain won the Davis Cup title Sunday, taking an insurmountable lead against the United States when Carlos Moya beat Andy Roddick 6-2, 7-6 (1), 7-6 (5) for the American star #39;s second loss in this final.

What best summarizes the content of the above article?
Pick your answer from:
i. World
ii. Sports
iii. Business
iv. Science/Tech",,0,
"Objective: To get the proper texture on the cheese of a pizza,

Which of the following solutions is more sound in terms of naive physics reasoning?

OPT: 1). cook the pizza under a broiler in the oven.; 2). cook the pizza under a low temperature.;",,0,
"Choose your answer: If ""Three people are sitting and resting."", does it logically follow that ""Three men are sitting and resting.""?


[A]. yes;
[B]. it is not possible to tell;
[C]. no;",,0,
"Answer the following question: Title: Not so accurate Review: This thing is not very helpful. It gave me a zero on one of my tires. It gives erratic readings on multiple tries on the same time. Does this product review convey a negative or positive sentiment?
Answer:",,0,
"Multi-choice problem: Based on the sentence ""A young man holding a huge chainsaw."", is the sentence ""A man is holding a large object."" a true sentence?

Possible answers:
 -- yes.
 -- it is not possible to tell.
 -- no.",,0,
"Given the background: The lungs of mammals are unique in having alveoli . These are tiny, sac-like structures. Each alveolus is surrounded by a network of very small blood vessels (see Figure below ). Because there are millions of alveoli in each lung, they greatly increase the surface area for gas exchange between the lungs and bloodstream. Human lungs, for example, contain about 300 million alveoli. They give the lungs a total surface area for gas exchange of up to 90 square meters (968 square feet). That’s about as much surface area as one side of a volleyball court!  and the situation: Two students learned about respiratory systems in animals. Dana learned more about mammalian lungs, while Barry learned more about the lungs of birds.  Answer the following question: Which student learned more about tiny, sac-like structures?
Answer:",,0,
"Pick the option in line with common sense to answer the question. Question: Where could there be more than one college? Options:  A. electrical circuit  B. big town  C. big city  D. building  E. fraternity house
",,0,
"Write a sentence about a restaurant with all the following attributes: name = The Dumpling Tree, eatType = pub, food = Fast food, familyFriendly = no, near = The Portland Arms",,0,
"Please answer the following question: Pick the option in line with common sense to answer the question. Question: When someone is talking you can hear their? Options:  A. being alive  B. tongue  C. voice  D. brain  E. speech
A:",,0,
"What is the most logical completion of this news story?.

(CNN) -- One of the first photos it sent home showed a self-portrait of its shadow. The dark gray specter of machinery against a lighter grainy backdrop showed up minutes after the news of its arrival, as if to say ""I'm here!"" With its cameras as our eyes, it opened our minds to un-roved territory. If you're a NASA engineer, you might even call it ""she."" Curiosity, NASA's most sophisticated and complex Mars rover, touched down on the Red Planet on the morning of August 6, 2012 (August 5 if you're in Pacific Daylight Time). The $2.5 billion mission set out to explore Gale Crater, which was thought to have once hosted flowing water, and find out if that environment was once habitable.

Now, Curiosity is on its way to Mount Sharp, a three-mile-high structure made of layers that, scientists believe, recorded",,0,
"Use the following highlights to write an article:

Hundreds of women in both armies dressed as men so they could serve. Confederate anthem ""Dixie"" was a favorite of Abraham Lincoln's. Confederate President Jefferson Davis was effectively mugged by a gang of women. Paul Revere's grandson fought at the Battle of Gettysburg.

Article:",,0,
"Please answer the following question: Process:  - Water gets into cracks in rocks - The water freezes into ice - The cracks expand - Over time the rocks split - The rocks are now in smaller pieces.  suppose more evaporation happens, how will it affect LESS or SLOWER weathering occurring.  Which of the following is the supposed perturbation?  - directly impacting a step of the process - indirectly impacting a step of the process - not impacting any step of the process
A:",,0,
"Given this review: ""Permission Why does a Barcode app need access to my Web history?"" Would you recommend this app to a friend? Not at all, No, Maybe, Yes, or Definitely?
The answer to this question is:",,0,
"Article:The 27-year-old scored one and made another before limping off in the 80th minute at Stamford Bridge.
Speaking after the match, interim Blues boss Guus Hiddink said Costa had been ""in a lot of pain"" - although it is unclear how long Costa could be out.
Chelsea next play away to Premier League leaders Arsenal in a 16:00 GMT kick-off on Sunday.
Spain international Costa has scored five goals in five games for Chelsea since Dutchman Hiddink was appointed in December.
He was their top scorer last season with 20 goals as Jose Mourinho led to the club to a Premier League and League Cup double, but had scored just four times before the Portuguese was sacked.

A summary of the above article is?",,0,
"Given the question: W: No,I can't type.  M: What about shorthand?  W: I don't know. I've never tried.  M: So you can't take shorthand and you can't type. What can you do, may I ask?  W: Well, I can play the piano and the violin.  M: Play the piano and the violin?  W: Yes, and I can sing and dance.  M: Susan, what are you doing here?  W: I want a job. I want to work here.  M: But you can't take shorthand, and you can't even type.  W: No, of course I can't. I'm an actress.  M: But I want a secretary.  W: Is this the Grand Theater?  M: No, of course not. It's the Grand Hotel. The Grand Theater is on the opposite street.  What was said before this conversation?
The answer is:",,0,
"Please answer the following question by reasoning step-by-step. Test for natural language inference.
Premise: ""A cowboy is bull-dogging a steer in a rodeo arena.""
Hypothesis: ""The cowboy is asian.""
Is the hypothesis entailed by the premise?
Options:
- yes
- no
- it is not possible to tell. Step-by-step reasoning:",,0,
"Facts:   - imagesize: 120px    - caption: rajashree me '' july 2011 's picture on the cover of '' trust    - notableworks: '' '' '' ` film '' ' : '' the rebel ` '' novel '' ' : '' trust me    - genre: chick lit , romantic comedy , drama      - awards: national award    - name: rajashree    - nationality: indian    - occupation: novelist & film-maker   Based on these bullet points, write a short biography describing the life of rajashree -lrb- novelist -rrb- .
Answer:",,0,
"jan's children did not know how to speak so jan put their thoughts into words.  Given the question ""Why did Jan do this?"", is ""make communication easier"" a valid answer?
The answer is:",,0,
"Premise: ""A crowd of people walk through a busy street.""
Hypothesis: ""People walking in a busy street for mardi gras.""
Do we know that the hypothesis entailed by the premise? Let's be accurate as possible and think first.",,0,
"Given the task definition and input, reply with output. In this task, you will be shown a short story with a beginning, two potential middles, and an ending. Your job is to choose the middle statement that makes the story incoherent / implausible by indicating 1 or 2 in the output. If both sentences are plausible, pick the one that makes less sense.

Beginning: Tim was the lead trumpet player in the marching band. Middle 1: Tim made some new enemies. Middle 2: Tim made some new friends. Ending: Finally they forgot about Tim and became best friends instead.
",,0,
"Write the last sentence in this story.

An aunt of a six-year-old Chinese boy who had his eyes gouged out has become the police's prime suspect, state media has said. The blinded boy, Guo Bin, was found covered in blood in the northern province of Shanxi after he went missing while playing outside on August 24. Authorities have now made the boy's aunt, Zhang Huiying, who committed suicide on Friday by jumping down a village well, their prime suspect, the state Xinhua news agency said. The boy's blood was found on the aunt's clothes after DNA tests, according to a statement from police in the city of Linfen, Xinhua said, adding police investigations also pointed towards her.

The kidnapper had reportedly told",,0,
"Answer the following question: Is this product review positive? Title: Window too big and more... Review: I'm afraid this product is a big disappointment for three reasons. First, even though it states that it is 16""x20"", the visible ""window"" is actually 1/4"" bigger in both directions, which means if you have a 16"" x 20"" picture/poster, there is a 1/4"" of VISIBLE cardboard backing in each direction. Second, there is only one nail/screw hole in each direction, which means if your picture is landscape, you have a 20""-wide picture hanging only by the center point (tilts too easily). There should be one in each corner. Finally, it arrived with a very small hairline crack in the glass. Doesn't seem like enough to mess with returning it, but makes a visible white line on the black border of my poster. Answer:

Pick from:
a). No
b). Yes
Answer:",,0,
"You will be given a definition of a task first, then some input of the task.
You are given a conversation between two people. 'Person1:' and 'Person2:' are used to separate their respective dialogues. You are required to assign a label 'formal' if there is an absence of emotion and a presence of questions anywhere within the conversation. If such pattern is not found assign the label 'informal'.

 Person1:       Actually the general manager is regarded as a baby doll . He has much sympathy .  
 Person2:That's right . And his wife is a baby doll , too . She used to have many followers .  
 Person1:        Were you one of them ?  
 Person2:Nothing of the sort . I can't hold a candle to her . 
Output:",,0,
"""Come a Little Closer"" is a song by American rock band Cage the Elephant. Written by lead singer Matthew Shultz and produced by Jay Joyce, it was released as the lead single from the band's third studio album ""Melophobia"" on August 13, 2013. It topped the ""Billboard"" Alternative Songs chart in the United States, giving the band their fourth number-one hit on the chart.

Choose your answer: based on the paragraph above can we conclude that ""Come a Little Closer is covered by many bands.""?

Choose your answer from:
 (a). Yes
 (b). It's impossible to say
 (c). No
I think the answer is",,0,
"Q: Question: what caused ww? Would ""Austria-Hungary competed with Serbia and Russia for territory and influence in the region and they pulled the rest of the Great Powers into the conflict through their various alliances and treaties."" be a reasonable answer?
A:",,0,
"Sentence from a movie review: all three descriptions suit evelyn , a besotted and obvious drama that tells us nothing new 
Select your answer: was the movie seen positively or negatively based on the preceding review?

Choices: A. negative B. positive",,0,
"This is a test of commonsense. Complete the next sentence:

How to have a good relationship with your cat's vet 
See your vet for regular checkups, as well as emergencies. 
Building a good relationship with your cat's vet takes time. Rather than see your vet only once a year for a big checkup, try to schedule several smaller checkups a year.",,0,
"Definition: You are given a sentence in Hebrew. Your job is to translate the Hebrew sentence into English.
Input: אפילו הרעיון שהממשל יכול להציל אותנו. זאת אינה המגמה העתידית אבל אני חושב שזה סוג של סוכניות, שמישהו נעלה שם למעלה, גדול ורב עוצמה, יבוא להציל אותנו.
Output:",,0,
"Question: Process:  - A red giant burns mass - This mass creates high core temperatures - The mass decreases - The red giant can no longer fuse the carbon and oxygen in its center - The gravity of the star can no longer hold the outside layers - The layers break away - Only the inner core remains - This inner core is known as a white dwarf.  Perturbation hypothesis: suppose plants die in soft mud more often happens, how will it affect If the mass of the core increases.  Does the supposed perturbation have an effect (direct or indirect) on the process?
Answer:",,0,
"Process:  - The carafe is filled with water - The water is poured into the machine at the back - Coffee beans are put into a grinder - The grinder is activated - A filter is put into the coffee maker - The ground coffee is put into the filter - Sometimes a bit of salt is added to the grounds to bring out flavor - The top of the machine is closed - The power is turned on - The water passes through the grounds and becomes coffee.  suppose the coffee filter could be saturated with water happens, how will it affect MORE coffee being made.  Which of the following is the supposed perturbation?  - directly impacting a step of the process - indirectly impacting a step of the process - not impacting any step of the process
The answer to this question is:",,0,
"Question: After the windstorm it needed replacing, he decided to get a heavier tile what? Choose the most suitable option to answer the above question. Options：  A. roof  B. home  C. fabric  D. floor  E. computer game
Answer:",,0,
"Reuters - Texas Instruments Inc. ,\the largest maker of chips for cell phones, trimmed its\third-quarter revenue outlook on Wednesday as customers worked\off inventories of unsold chips, making it the second major\chip supplier to pare third-quarter expectations.

What is a good title for this?",,0,
"How does the sentence end?

(CNN) -- It's been three years since Japan was hit with its worst-ever earthquake, causing serious damage to Fukushima Daiichi nuclear power plant. The 9 magnitude quake and subsequent tsunami sent three of Fukushima's reactors into melt-down, shocking the world. Japan, a fully industrialized country with high safety requirements, was facing a nuclear disaster of a similar scale to the deadly 1986 Chernobyl accident, in Soviet Ukraine. As a result, many countries decided to review their energy policies. Before the accident, 442 nuclear power reactors in 30 countries produced 14% of all world's electricity. This number dropped to just 11% in 2012, as 15 reactors exited service -- mainly in Germany and Japan.

Read more: Five big questions about

OPTIONS:
- CNN's nuclear power mess
- Chernobyl's nuclear power mess
- Fukushima's nuclear power mess
- Fukushima Daiichi's nuclear power mess
- Germany's nuclear power mess
- Japan's nuclear power mess
- Soviet Ukraine's nuclear power mess

",,0,
"Can we conclude from ""A man in a sweater being offered candy by a child."" that ""A man offers candy to his elderly mother.""?
Options:
- yes
- no
- it is not possible to tell A step-by-step solution is:
",,0,
"AP - What seemed like a meaningless birdie on the final hole of the NEC Invitational will ensure that Tiger Woods keeps his No. 1 world ranking at least one week longer.

What best summarizes the content of the above article?
Available choices:
a). World.
b). Sports.
c). Business.
d). Science/Tech.",,0,
"Read the following paragraph and determine if the hypothesis is true:

Little Jost Van Dyke (colloquially, ""Little Jost"") is one of the British Virgin Islands. It is a small island on the east end of the island of Jost Van Dyke. Like Jost Van Dyke, it takes its name from the Dutch privateer Joost van Dyk. It is the location of the Diamond Cay National Park, which includes the nesting grounds of wild boobies, terns and pelicans.

Hypothesis: Boobies can be found on Little Jost.",,0,
"Given the task definition and input, reply with output. This task is about classifying the similarity of two sentences. The sentences can be classified as (a) SIMILAR - similar to each other, and (b) DISSIMILAR - not similar to each other. Sentences that have the same RDF relationship in terms of [subject, predicate, object] are similar to each other. The input is a list of two sentences and the output is either SIMILAR or DISSIMILAR.

['Great Britain came in third in QT for the qualifications for sailing for the 2008 Summer Olympics.', ""Crew members of NASA's Apollo 8 included William Anders and Frank Borman with Buzz Aldrin as backup pilot. William Anders was born in British Hong Kong, graduated from AFIT, M.S. in 1962 and was selected by NASA in 1963.""]
",,0,
"Given the task definition and input, reply with output. You are given a sentence in Hebrew. Your job is to translate the Hebrew sentence into Japanese.

אמרנו למאבטח שהיא נעדרת, למרות שהיא לא היתה נעדרת.
",,0,
"Premise: ""A blond girl in a maroon tennis outfit is using a tennis racket to bounce a tennis ball.""
Hypothesis: ""A girl is playing tennis against her rival.""
Do we know that the hypothesis entailed by the premise? Step by step answer:",,0,
"The dermis is the inner layer of skin. The dermis has blood vessels and nerve endings. The nerve endings explain why your skin is sensitive. You can sense pain, pressure, and temperature. You cut your finger and it starts to bleed. What has happened? If your skin bleeds, it means you have cut the dermis layer and damaged blood vessels. The cut really hurts. It hurts because of the nerve endings in this skin layer. The dermis also contains hair follicles and two types of glands. Hair follicles are structures where hairs originate. Each hair grows out of a follicle. Hair passes up through the epidermis. It then extends above the skin surface. Oil glands produce an oily substance. The oil is secreted into hair follicles. 

Question: ""Why do I bleed when I cut myself?""

Answer: ""Because  i cut the dermis layer and damaged blood vessels""

Is this answer to the question correct?",,0,
"Consider the question. Of the below sentences, which one does *not* make sense?
Options:
- Sentence A: ""Five finger shoes have 20 fingers for your toes.""
- Sentence B: ""Five finger shoes have five fingers for your toes.""

 What is the step-by-step reasoning process to arrive at the answer: Sentence A?",,0,
"Question: what is the capital city of california. I found the following answer on Google: It is located at the confluence of the Sacramento River and the American River in the northern portion of California's expansive Central Valley . Is that a correct answer? Yes or no.
The answer to this question is:",,0,
"Question: What would you need a light source to use? Options: - dard - sky - books - candle - house  Explain why a human would choose ""books"" to answer the question above:
A:",,0,
"Please check if these have the same meaning. Options:
A). no
B). yes
The band then added bassist Duane Cowan , who had recently relocated from Japan to Los Angeles .
The band then added bassist Duane Cowan , who moved from Japan to Los Angeles recently .",,0,
"Use information from the paragraph to answer the question.  Question:   Johnny was was playing with chalk outside. His mom called him in for lunch, while he was inside his red chalk sat in the shade, and his blue chalk was in the sun. When Johnny returned outside and picked up the red and blue which had a higher temperature the red chalk or the blue chalk?    Paragraph :  If two objects have the same mass, the object with the higher temperature has greater thermal energy.
",,0,
"Penguins are popularly loved around the world, primarily for their unusually upright, waddling gait, impressive swimming ability and (compared to other birds) lack of fear of humans. Their striking black-and-white plumage is often likened to a white tie suit. Mistakenly, some artists and writers have penguins based at the North Pole. This is incorrect, as there are no wild penguins in the Northern Hemisphere. The cartoon series Chilly Willy helped perpetuate this myth, as the title penguin would interact with northern-hemisphere species, such as polar bears and walruses.

Is the following statement correct based on the text

do any penguins live in the northern hemisphere",,0,
"Q: In this task, you are given two strings A,B. You must perform the following operations to generate the required output list: (i) Find the longest common substring in the strings A and B, (ii) Convert this substring to all lowercase and sort it alphabetically, (iii) Replace the substring at its respective positions in the two lists with the updated substring.
ugQqZzqoijiJAYgvpcuXegvkdp, TilOloijiJAYgvpkcVJFJd
A:",,0,
"Given the task definition and input, reply with output. In this task, you are given books product reviews in Japanese language. The goal is to classify the review as ""POS"" if the overall sentiment of the review is positive or as ""NEG"" if the overall sentiment of the review is negative.

大変参考になりました。 . 3ヶ月の子供がいます。夜も昼も全く寝てくれず、もうへとへとでした。最初は赤ちゃんがすやすやねんねする魔法の習慣という本を読みましたが、少し納得できない点があり、他の方法を探していた時にちょうどその時この本に出会いました。  なんとここに書かれているちょっとしたコツを試した翌日、夜にいきなり５時間起きることなく寝てくれました。その後もだんだんと夜中に起きる回数が減ってきて、起きてもすぐに寝てくれるようになりました。ほんとうにこの本には感謝しています。出産前に読んでおきたかったです。あかちゃん語がわかる魔法の育児書と一緒に読んだ方がわかりやすかったです。
",,0,
"Answer the following question: Riley saw the eye doctor for a basic examination and was told they were fine.  Given the context: What will happen to the eye doctor?  Possible answers: keep the same eye care regimen, change nothing, be paid for their time
Answer:",,0,
"Please answer the following question: Context: Taylor explained everything to Ash. Afterwards, Ash broke down and cried bitterly.  Question: What will Taylor want to do next?  Which one of these answers best answers the question according to the context?  A: comfort Ash  B: leave the room  C: have bad news for Ash
Answer:",,0,
"Bob and Jim were playing ball in the house one day. They knocked over the vase and it broke into many pieces. They were afraid their mom would get angry at them. They found some glue, and carefully glued the vase back together.

What is a natural next sentence?
Choose your answer from:
 (A). Their mom enjoyed her new, broken vase.;
 (B). The glue held the vase together and their mom never found out.;",,0,
"Can we draw the following hypothesis from the context? 

Context:

""Kiss and Tell"" is a song by Bryan Ferry, the erstwhile lead vocalist for Roxy Music. It was released as the second single from his seventh album ""Bête Noire"" in early 1988, being Ferry's twenty-sixth single. The song peaked at number 41 on the UK Singles Chart and at number 31 on the US Billboard 100. It also appears in the film ""Bright Lights, Big City"", adapted from the Jay McInerney novel.

Hypothesis: Bryan Ferry is a back up singer.",,0,
"Q: After mining removes layers of rock from a hillside, new plants begin to grow in the cracks of the bare rock. The plants beginning to grow are an example of which natural process?
What is the correct answer to this question?",,0,
"(1) The role of the corpus callosum in epilepsy is the epileptiform transmission of interhemispheric discharge .
(2) The role of corpus callosum in the epilepsy is the interhemispheric transmission of epileptiform discharges .

Do these two sentences mean the same thing?",,0,
"Facts:   - namedata: nguyễn sinh hùng    - blankname: chairman    - alongside: nguyễn thị kim ngân and uông chu    - office: deputy of the politburo chairwoman of the national assembly of vietnam member      - term start: 23 july 2007 19 january 2011    - birth date: 12 april 1954    - name: nguyễn thị kim ngân    - birth place: bến tre province   Based on these bullet points, write a short biography describing the life of nguyễn thị kim ngân .
",,0,
"Here is some data about a restaurant: name = The Phoenix, food = French, customer rating = 3 out of 5, area = riverside. Write a sentence that includes the following data about a restaurant",,0,
"Write a question about the article

Offers an online cna preparation course and patient care classes includes list of classes , prices , and books . Accredited as a provider of continuing cation online cation learn anytime , anywhere you have web . There are plenty of opportunities for you to find the success that you need cation right from your home often times , we do not realize that even nursing degrees and . Nursing depuy spine is not mitted to cation but cation as well .",,0,
"Facts:   - profession: soldier , statesman    - death place: new york city    - jr/sr: united states senator    - preceded: john sloss hobart    - party: federalist    - death date: january 3 , 1836 1755    - spouse: mary duane      - term end: august 17 , 1798    - succeeded: james watson    - term start: may 5 , 1798    - state: new york    - name: william north    - birth date: 1755    - image: williamnorth.jpg    - birth place: pemaquid , maine   Based on these bullet points, write a short biography describing the life of william north .
The answer to this question is:",,0,
"Is ""According to the OECD, Israel is also ranked 1st in the world in expenditure on Research and Development (R&D) as a percentage of GDP."" a good answer to the question ""Israel is ranked 1st in the world in what?""",,0,
"Test for natural language inference.
Premise: ""The girl in the white shirt hangs from a wooden structure.""
Hypothesis: ""The girls is posing on a wooden structure waiting for her photo to be taken.""
Is the hypothesis entailed by the premise?
Options:
- yes
- no
- it is not possible to tell Step by step answer:",,0,
